Production_ID,Production_Date,Shift,Product_ID,Product_Name,Product_Category,Machine_ID,Operator_ID,Planned_Qty,Produced_Qty,Good_Qty,Rejected_Qty,Production_Hours,Downtime_Hours,Raw_Material_Used_Kg,Wastage_Kg,Defect_Type,Production_Efficiency_%,Defect_Rate_%,Production_Status,Batch_Quality,Product_Quality_Level,Product_Quality_Score
P009291,22-01-2024,Morning,NP005,Plastic Dustbin,Household Utility,M005,E028,1763,1694,1569,125,6.32,1,3301.14,21.98,None,96.09,7.38,Completed,Low,Low,33.044
P009292,05-02-2026,Evening,NP004,Storage Box,Storage,M006,E002,364,333,327,6,5.95,0.05,550.24,24.41,Colour Defect,91.48,1.8,Completed,Medium,Low,22.264
P009293,21-09-2024,Morning,NP003,Plastic Chair,Furniture,M002,E001,1497,1261,1169,92,6.16,0.08,3509.55,4.39,Shape Defect,84.24,7.3,Completed,Low,Medium,46.592
P009294,30-01-2021,Night,NP006,Kitchen Container,Kitchen Product,M006,E019,819,731,713,18,7.86,1.46,383.35,3.14,None,89.26,2.46,Completed,Low,High,96.056
P009295,12-12-2021,Night,NP004,Storage Box,Storage,M004,E010,562,467,415,52,6.37,0.14,756.9,21.93,Surface Defect,83.1,11.13,Review,Low,Low,22.264
P009296,29-03-2021,Evening,NP003,Plastic Chair,Furniture,M004,E011,1283,1252,1197,55,6.17,0.53,3514.87,14.58,Deformed Product,97.58,4.39,Completed,Medium,Medium,46.592
P009297,10-05-2026,Morning,NP006,Kitchen Container,Kitchen Product,M003,E026,1573,1508,1443,65,6.22,0.33,829.47,10,Dimensional Defect,95.87,4.31,Completed,Medium,High,96.056
P009298,16-10-2024,Evening,NP006,Kitchen Container,Kitchen Product,M002,E025,1030,966,909,57,6.31,0.68,522.36,36.19,None,93.79,5.9,Completed,Medium,High,96.056
P009299,29-12-2021,Evening,NP002,Plastic Mug,Household Utility,M002,E007,1579,1567,1534,33,6.1,1.21,395.35,24.78,None,99.24,2.11,Completed,High,Medium,47.322
P009300,03-07-2023,Evening,NP003,Plastic Chair,Furniture,M005,E027,486,398,394,4,6.34,1.37,1071.57,17.73,None,81.89,1.01,Completed,Low,Medium,46.592
P009301,24-09-2024,Evening,NP003,Plastic Chair,Furniture,M003,E013,1023,877,851,26,6.97,0.33,2359.18,31.69,None,85.73,2.96,Completed,Low,Medium,46.592
P009302,10-07-2024,Morning,NP006,Kitchen Container,Kitchen Product,M001,E008,1088,1032,1005,27,6.97,0.68,558.87,34.58,Dimensional Defect,94.85,2.62,Completed,Medium,High,96.056
P009303,09-10-2022,Morning,NP004,Storage Box,Storage,M006,E026,832,774,748,26,6.78,0.43,1302.05,17.87,Shape Defect,93.03,3.36,Completed,Medium,Low,22.264
P009304,06-08-2021,Morning,NP005,Plastic Dustbin,Household Utility,M004,E018,1423,1400,1326,74,6.53,0.83,2637.72,1.79,Deformed Product,98.38,5.29,Completed,Medium,Low,33.044
P009305,16-02-2025,Night,NP004,Storage Box,Storage,M004,E020,1690,1599,1591,8,6.89,0.13,2692.31,27.31,Crack,94.62,0.5,Completed,Medium,Low,22.264
P009306,06-02-2025,Morning,NP002,Plastic Mug,Household Utility,M006,E019,525,527,495,32,7.1,1.4,130.2,37.18,Surface Defect,100.38,6.07,Completed,Medium,Medium,47.322
P009307,15-06-2023,Night,NP003,Plastic Chair,Furniture,M006,E020,872,720,697,23,6.79,1.03,1924.98,39.91,Crack,82.57,3.19,Completed,Low,Medium,46.592
P009308,28-06-2023,Morning,NP006,Kitchen Container,Kitchen Product,M006,E005,689,606,596,10,7.15,0,310.8,28.05,Colour Defect,87.95,1.65,Completed,Low,High,96.056
P009309,06-04-2023,Morning,NP005,Plastic Dustbin,Household Utility,M006,E004,274,282,251,31,7.9,1.53,553.01,12.22,Surface Defect,102.92,10.99,Review,Low,Low,33.044
P009310,28-12-2021,Evening,NP002,Plastic Mug,Household Utility,M006,E013,599,573,504,69,6.76,0.42,139.14,22.42,Surface Defect,95.66,12.04,Review,Low,Medium,47.322
P009311,12-03-2026,Morning,NP004,Storage Box,Storage,M006,E014,1183,1063,1019,44,6.16,0.99,1849.11,33.8,Shape Defect,89.86,4.14,Completed,Low,Low,22.264
P009312,01-06-2023,Morning,NP006,Kitchen Container,Kitchen Product,M005,E002,1636,1449,1375,74,5.56,0.59,790.36,38.27,Dimensional Defect,88.57,5.11,Completed,Low,High,96.056
P009313,22-05-2026,Evening,NP001,Plastic Bucket,Household Utility,M003,E027,847,855,833,22,7.04,1.32,979.45,11.51,Colour Defect,100.94,2.57,Completed,High,High,52.232
P009314,29-10-2023,Night,NP005,Plastic Dustbin,Household Utility,M001,E003,706,673,635,38,7.15,1.59,1226.04,19.52,Shape Defect,95.33,5.65,Completed,Medium,Low,33.044
P009315,12-08-2021,Evening,NP001,Plastic Bucket,Household Utility,M002,E023,423,394,387,7,6.88,1.17,454.35,36.71,None,93.14,1.78,Completed,Medium,High,52.232
P009316,27-08-2026,Morning,NP001,Plastic Bucket,Household Utility,M006,E013,1398,1359,1292,67,7.46,1.48,1648.91,15.9,None,97.21,4.93,Completed,Medium,High,52.232
P009317,09-02-2026,Morning,NP004,Storage Box,Storage,M001,E007,1486,1293,1279,14,7.63,0.35,1971.2,39.71,Dimensional Defect,87.01,1.08,Completed,Low,Low,22.264
P009318,09-04-2022,Evening,NP005,Plastic Dustbin,Household Utility,M002,E013,1166,1158,1052,106,7.75,0.02,2101.72,30.17,Surface Defect,99.31,9.15,Review,Low,Low,33.044
P009319,16-01-2023,Evening,NP004,Storage Box,Storage,M003,E023,1224,1083,993,90,7.78,0.63,1761.25,33.67,Surface Defect,88.48,8.31,Review,Low,Low,22.264
P009320,30-03-2024,Night,NP001,Plastic Bucket,Household Utility,M005,E019,713,699,678,21,6.3,0.5,844.11,21.28,None,98.04,3,Completed,High,High,52.232
P009321,25-08-2026,Evening,NP002,Plastic Mug,Household Utility,M001,E009,301,295,290,5,6.41,1.21,75.57,24.61,Colour Defect,98.01,1.69,Completed,High,Medium,47.322
P009322,07-06-2021,Morning,NP002,Plastic Mug,Household Utility,M001,E030,1248,1263,1178,85,5.63,0.44,324.74,14.27,Dimensional Defect,101.2,6.73,Completed,Medium,Medium,47.322
P009323,21-08-2021,Evening,NP001,Plastic Bucket,Household Utility,M002,E003,621,559,553,6,7.2,0.72,637.38,1.79,Colour Defect,90.02,1.07,Completed,Medium,High,52.232
P009324,15-04-2025,Night,NP003,Plastic Chair,Furniture,M005,E022,1202,1178,1136,42,7.84,0.1,3321.59,35.72,Surface Defect,98,3.57,Completed,Medium,Medium,46.592
P009325,18-06-2022,Morning,NP002,Plastic Mug,Household Utility,M006,E017,1782,1664,1599,65,6.32,1.57,432.91,12.5,Colour Defect,93.38,3.91,Completed,Medium,Medium,47.322
P009326,03-12-2024,Morning,NP005,Plastic Dustbin,Household Utility,M002,E021,1079,1060,1012,48,7.49,0.71,2145.81,15.7,None,98.24,4.53,Completed,Medium,Low,33.044
P009327,03-05-2023,Morning,NP005,Plastic Dustbin,Household Utility,M005,E003,519,448,425,23,7.05,0.06,901.05,33.16,Dimensional Defect,86.32,5.13,Completed,Low,Low,33.044
P009328,14-10-2025,Morning,NP004,Storage Box,Storage,M002,E007,255,251,229,22,7.82,1.16,382.84,23.67,Colour Defect,98.43,8.76,Review,Low,Low,22.264
P009329,28-01-2023,Evening,NP006,Kitchen Container,Kitchen Product,M005,E020,1115,1141,1125,16,7.44,1.46,606.88,11.38,None,102.33,1.4,Completed,High,High,96.056
P009330,27-07-2022,Evening,NP003,Plastic Chair,Furniture,M003,E009,1037,974,886,88,7.65,1.06,2834.2,10.51,None,93.92,9.03,Review,Low,Medium,46.592
P009331,22-07-2026,Night,NP001,Plastic Bucket,Household Utility,M004,E014,741,707,671,36,6.26,0.09,795.1,39.2,Deformed Product,95.41,5.09,Completed,Medium,High,52.232
P009332,16-03-2025,Night,NP005,Plastic Dustbin,Household Utility,M003,E026,369,364,345,19,7.72,0.11,730.73,1.12,Shape Defect,98.64,5.22,Completed,Medium,Low,33.044
P009333,07-07-2024,Night,NP004,Storage Box,Storage,M006,E015,1301,1227,1156,71,5.83,0.72,1992.22,31.8,None,94.31,5.79,Completed,Medium,Low,22.264
P009334,07-06-2022,Morning,NP002,Plastic Mug,Household Utility,M002,E028,901,844,809,35,7.2,1.46,217.42,14.29,None,93.67,4.15,Completed,Medium,Medium,47.322
P009335,20-05-2021,Morning,NP005,Plastic Dustbin,Household Utility,M002,E008,1236,1138,1096,42,6.24,1.45,2075.51,35.44,Shape Defect,92.07,3.69,Completed,Medium,Low,33.044
P009336,25-05-2021,Evening,NP001,Plastic Bucket,Household Utility,M006,E012,396,360,328,32,7.52,1.1,472.98,31.46,None,90.91,8.89,Review,Low,High,52.232
P009337,22-11-2024,Night,NP002,Plastic Mug,Household Utility,M004,E010,226,224,218,6,6.97,0.94,52.19,32.66,Shape Defect,99.12,2.68,Completed,High,Medium,47.322
P009338,07-08-2021,Night,NP002,Plastic Mug,Household Utility,M005,E005,648,649,628,21,6.65,1.21,162.14,22.03,Dimensional Defect,100.15,3.24,Completed,Medium,Medium,47.322
P009339,05-06-2021,Morning,NP001,Plastic Bucket,Household Utility,M006,E018,321,304,289,15,5.84,0.1,364.04,18.58,Surface Defect,94.7,4.93,Completed,Medium,High,52.232
P009340,10-02-2021,Evening,NP004,Storage Box,Storage,M005,E006,320,318,302,16,7.12,1.08,505.27,17.17,Dimensional Defect,99.38,5.03,Completed,Medium,Low,22.264
P009341,22-11-2022,Evening,NP005,Plastic Dustbin,Household Utility,M001,E005,1445,1362,1266,96,6.97,1.49,2755.78,14.52,Dimensional Defect,94.26,7.05,Completed,Low,Low,33.044
P009342,27-09-2023,Evening,NP003,Plastic Chair,Furniture,M002,E020,1276,1098,1023,75,5.94,0.41,2650.32,11.49,Dimensional Defect,86.05,6.83,Completed,Low,Medium,46.592
P009343,21-11-2025,Night,NP001,Plastic Bucket,Household Utility,M004,E003,1422,1363,1305,58,6.98,0.58,1633.67,34.98,Shape Defect,95.85,4.26,Completed,Medium,High,52.232
P009344,30-12-2025,Morning,NP002,Plastic Mug,Household Utility,M003,E016,1070,1044,971,73,5.66,1.54,267.97,24.25,None,97.57,6.99,Completed,Medium,Medium,47.322
P009345,26-08-2026,Morning,NP003,Plastic Chair,Furniture,M002,E006,642,546,503,43,6.54,0.53,1596.38,25.44,Surface Defect,85.05,7.88,Completed,Low,Medium,46.592
P009346,27-12-2023,Night,NP001,Plastic Bucket,Household Utility,M001,E023,376,320,301,19,6.53,0.73,386.6,8.35,Dimensional Defect,85.11,5.94,Completed,Low,High,52.232
P009347,15-10-2024,Morning,NP002,Plastic Mug,Household Utility,M001,E002,1046,985,915,70,7.58,1.07,253.67,19.62,Surface Defect,94.17,7.11,Completed,Low,Medium,47.322
P009348,31-05-2026,Evening,NP004,Storage Box,Storage,M005,E009,1739,1547,1508,39,7.17,0.08,2513.2,10.41,None,88.96,2.52,Completed,Low,Low,22.264
P009349,02-09-2022,Night,NP005,Plastic Dustbin,Household Utility,M001,E017,1250,1288,1274,14,7.54,0.58,2435.46,39.52,None,103.04,1.09,Completed,High,Low,33.044
P009350,09-12-2021,Evening,NP002,Plastic Mug,Household Utility,M002,E016,1436,1441,1405,36,6.98,0.82,334.47,3.41,Dimensional Defect,100.35,2.5,Completed,High,Medium,47.322
P009351,20-03-2026,Morning,NP002,Plastic Mug,Household Utility,M001,E026,537,546,538,8,5.97,0.57,143.2,28.56,Shape Defect,101.68,1.47,Completed,High,Medium,47.322
P009352,14-05-2024,Morning,NP003,Plastic Chair,Furniture,M002,E027,250,216,199,17,6.25,1.03,590.02,32.86,None,86.4,7.87,Completed,Low,Medium,46.592
P009353,23-04-2021,Evening,NP005,Plastic Dustbin,Household Utility,M004,E002,1224,1189,1074,115,7.91,0.29,2086.16,8.64,None,97.14,9.67,Review,Low,Low,33.044
P009354,08-04-2023,Night,NP003,Plastic Chair,Furniture,M002,E012,433,446,407,39,5.83,1.22,1313.55,35.72,None,103,8.74,Review,Low,Medium,46.592
P009355,21-12-2025,Evening,NP004,Storage Box,Storage,M003,E008,1173,1162,1135,27,5.62,1.04,1876.2,8.62,Deformed Product,99.06,2.32,Completed,High,Low,22.264
P009356,27-01-2021,Morning,NP003,Plastic Chair,Furniture,M001,E018,1039,1012,978,34,7.3,0.58,2910.39,38.21,Shape Defect,97.4,3.36,Completed,Medium,Medium,46.592
P009357,14-02-2025,Evening,NP004,Storage Box,Storage,M005,E025,983,901,846,55,6.74,1.43,1382.76,11.32,None,91.66,6.1,Completed,Medium,Low,22.264
P009358,03-06-2023,Evening,NP003,Plastic Chair,Furniture,M004,E015,1683,1553,1499,54,6.05,0.94,4523.29,2.73,Crack,92.28,3.48,Completed,Medium,Medium,46.592
P009359,22-05-2022,Night,NP001,Plastic Bucket,Household Utility,M005,E017,1385,1427,1391,36,7.83,0.42,1773.85,32.61,Crack,103.03,2.52,Completed,High,High,52.232
P009360,28-06-2022,Night,NP005,Plastic Dustbin,Household Utility,M003,E006,652,672,662,10,7.43,1.52,1173.1,16.21,Surface Defect,103.07,1.49,Completed,High,Low,33.044
P009361,01-11-2021,Night,NP001,Plastic Bucket,Household Utility,M002,E010,897,799,760,39,7.03,0.95,934.77,34.5,None,89.07,4.88,Completed,Low,High,52.232
P009362,12-12-2022,Evening,NP006,Kitchen Container,Kitchen Product,M002,E017,1351,1340,1257,83,7.97,1.48,721.41,33.34,None,99.19,6.19,Completed,Medium,High,96.056
P009363,22-06-2022,Night,NP006,Kitchen Container,Kitchen Product,M002,E025,537,528,517,11,5.84,1.33,293.01,23.1,Dimensional Defect,98.32,2.08,Completed,High,High,96.056
P009364,28-06-2024,Evening,NP005,Plastic Dustbin,Household Utility,M003,E001,690,653,596,57,7.84,0.7,1224.41,9.14,Surface Defect,94.64,8.73,Review,Low,Low,33.044
P009365,12-09-2021,Evening,NP005,Plastic Dustbin,Household Utility,M001,E024,803,804,783,21,7.56,0.81,1527.6,5.4,Colour Defect,100.12,2.61,Completed,High,Low,33.044
P009366,27-02-2024,Morning,NP003,Plastic Chair,Furniture,M004,E002,1607,1443,1414,29,5.54,1.59,4098.24,12.09,Deformed Product,89.79,2.01,Completed,Low,Medium,46.592
P009367,29-01-2022,Evening,NP001,Plastic Bucket,Household Utility,M006,E007,1426,1449,1395,54,6.54,0.75,1728.49,11.07,Colour Defect,101.61,3.73,Completed,Medium,High,52.232
P009368,21-09-2024,Morning,NP003,Plastic Chair,Furniture,M004,E020,1535,1532,1385,147,7.34,1.45,4125.35,6.13,Dimensional Defect,99.8,9.6,Review,Low,Medium,46.592
P009369,13-08-2021,Morning,NP005,Plastic Dustbin,Household Utility,M002,E018,867,808,783,25,6.4,0.37,1522.08,29.31,Crack,93.19,3.09,Completed,Medium,Low,33.044
P009370,01-05-2025,Night,NP001,Plastic Bucket,Household Utility,M001,E005,276,252,233,19,6.58,1.07,287.69,30.52,None,91.3,7.54,Completed,Low,High,52.232
P009371,02-06-2024,Evening,NP006,Kitchen Container,Kitchen Product,M005,E017,1312,1268,1201,67,5.84,1.15,691.62,3.89,Surface Defect,96.65,5.28,Completed,Medium,High,96.056
P009372,13-06-2026,Morning,NP004,Storage Box,Storage,M001,E030,1382,1276,1205,71,7.27,1.07,2079.52,24.56,None,92.33,5.56,Completed,Medium,Low,22.264
P009373,30-11-2025,Morning,NP006,Kitchen Container,Kitchen Product,M004,E029,226,204,197,7,7.44,1.45,114.46,13.21,None,90.27,3.43,Completed,Medium,High,96.056
P009374,30-05-2021,Evening,NP003,Plastic Chair,Furniture,M003,E016,1123,1080,955,125,7.15,0.18,3042.08,1.85,Surface Defect,96.17,11.57,Review,Low,Medium,46.592
P009375,10-01-2024,Morning,NP002,Plastic Mug,Household Utility,M002,E019,276,252,249,3,5.75,0.26,63.65,4.39,None,91.3,1.19,Completed,Medium,Medium,47.322
P009376,19-12-2024,Evening,NP002,Plastic Mug,Household Utility,M004,E008,981,934,865,69,7.02,1.16,237.22,21.88,Colour Defect,95.21,7.39,Completed,Low,Medium,47.322
P009377,25-03-2024,Evening,NP001,Plastic Bucket,Household Utility,M002,E010,687,647,637,10,6.92,1.58,754.5,8,Crack,94.18,1.55,Completed,Medium,High,52.232
P009378,13-05-2026,Morning,NP006,Kitchen Container,Kitchen Product,M006,E014,409,389,380,9,7.49,1.18,221.96,32.08,Surface Defect,95.11,2.31,Completed,High,High,96.056
P009379,30-07-2022,Evening,NP003,Plastic Chair,Furniture,M001,E008,989,952,868,84,7.16,1.01,2577.79,13.74,Colour Defect,96.26,8.82,Review,Low,Medium,46.592
P009380,25-01-2023,Evening,NP003,Plastic Chair,Furniture,M002,E010,1595,1448,1427,21,7.26,1.3,4236.13,6.27,Shape Defect,90.78,1.45,Completed,Medium,Medium,46.592
P009381,10-08-2022,Night,NP005,Plastic Dustbin,Household Utility,M004,E024,1763,1783,1735,48,6.2,1.48,3272.78,1.16,Colour Defect,101.13,2.69,Completed,High,Low,33.044
P009382,19-06-2022,Evening,NP002,Plastic Mug,Household Utility,M004,E030,1681,1661,1462,199,5.65,1.22,410.19,31.11,Colour Defect,98.81,11.98,Review,Low,Medium,47.322
P009383,03-09-2022,Evening,NP003,Plastic Chair,Furniture,M005,E003,1557,1396,1282,114,7.97,0.03,3782.19,18.22,None,89.66,8.17,Review,Low,Medium,46.592
P009384,05-06-2024,Evening,NP004,Storage Box,Storage,M005,E009,1367,1359,1324,35,7.25,1.15,2190.8,29.92,Shape Defect,99.41,2.58,Completed,High,Low,22.264
P009385,27-04-2023,Evening,NP002,Plastic Mug,Household Utility,M001,E029,971,905,846,59,6.55,1.39,234.92,20.41,Surface Defect,93.2,6.52,Completed,Medium,Medium,47.322
P009386,01-12-2025,Night,NP001,Plastic Bucket,Household Utility,M001,E025,1622,1411,1391,20,7.94,0.78,1737.21,12.72,None,86.99,1.42,Completed,Low,High,52.232
P009387,07-03-2021,Morning,NP005,Plastic Dustbin,Household Utility,M003,E022,1475,1290,1233,57,5.76,1.23,2445.2,1.27,None,87.46,4.42,Completed,Low,Low,33.044
P009388,29-08-2025,Evening,NP002,Plastic Mug,Household Utility,M001,E019,1146,1113,1088,25,6.53,0.18,272.19,2.79,Colour Defect,97.12,2.25,Completed,High,Medium,47.322
P009389,05-03-2024,Evening,NP002,Plastic Mug,Household Utility,M003,E023,1411,1300,1219,81,7.45,0.74,348.61,13.79,Shape Defect,92.13,6.23,Completed,Medium,Medium,47.322
P009390,08-11-2021,Evening,NP001,Plastic Bucket,Household Utility,M006,E011,1277,1249,1131,118,6.25,1.59,1407.26,12.84,Surface Defect,97.81,9.45,Review,Low,High,52.232
P009391,26-11-2022,Night,NP006,Kitchen Container,Kitchen Product,M001,E003,1619,1479,1454,25,7.37,0.47,757.64,11.95,None,91.35,1.69,Completed,Medium,High,96.056
P009392,27-02-2024,Morning,NP004,Storage Box,Storage,M004,E006,478,481,472,9,6.33,0.37,765.94,30.47,Colour Defect,100.63,1.87,Completed,High,Low,22.264
P009393,01-04-2022,Night,NP001,Plastic Bucket,Household Utility,M003,E021,677,645,608,37,7.29,0.08,808.48,8.88,Shape Defect,95.27,5.74,Completed,Medium,High,52.232
P009394,17-03-2023,Morning,NP002,Plastic Mug,Household Utility,M006,E005,1054,878,870,8,7.51,1.09,225.43,25.52,None,83.3,0.91,Completed,Low,Medium,47.322
P009395,22-02-2022,Evening,NP003,Plastic Chair,Furniture,M003,E029,784,670,632,38,7.57,0.44,1846.5,27.47,Dimensional Defect,85.46,5.67,Completed,Low,Medium,46.592
P009396,05-07-2023,Evening,NP002,Plastic Mug,Household Utility,M001,E009,1729,1501,1455,46,7.28,0.15,384.74,29.43,Dimensional Defect,86.81,3.06,Completed,Low,Medium,47.322
P009397,10-06-2024,Morning,NP005,Plastic Dustbin,Household Utility,M002,E028,229,212,207,5,7.5,1.1,396.91,35.33,Shape Defect,92.58,2.36,Completed,Medium,Low,33.044
P009398,11-06-2021,Evening,NP006,Kitchen Container,Kitchen Product,M003,E023,307,272,261,11,6.97,1.37,148.55,16.52,Dimensional Defect,88.6,4.04,Completed,Low,High,96.056
P009399,04-01-2024,Morning,NP003,Plastic Chair,Furniture,M003,E004,1050,1005,964,41,5.58,0.87,2897.84,15.22,None,95.71,4.08,Completed,Medium,Medium,46.592
P009400,07-09-2021,Evening,NP006,Kitchen Container,Kitchen Product,M001,E018,1624,1407,1361,46,5.51,0.6,755.8,37.31,Dimensional Defect,86.64,3.27,Completed,Low,High,96.056
P009401,31-05-2026,Morning,NP004,Storage Box,Storage,M005,E028,738,709,686,23,7.66,1.3,1102.47,28.85,Dimensional Defect,96.07,3.24,Completed,Medium,Low,22.264
P009402,12-02-2026,Morning,NP005,Plastic Dustbin,Household Utility,M004,E010,1462,1500,1431,69,6.37,0.77,2821.14,10,Crack,102.6,4.6,Completed,Medium,Low,33.044
P009403,21-02-2025,Morning,NP005,Plastic Dustbin,Household Utility,M003,E004,273,237,215,22,5.89,0.33,467.87,34.06,None,86.81,9.28,Review,Low,Low,33.044
P009404,13-06-2023,Night,NP004,Storage Box,Storage,M005,E019,1669,1450,1401,49,6.85,1.08,2382.12,33.38,Shape Defect,86.88,3.38,Completed,Low,Low,22.264
P009405,19-11-2021,Morning,NP003,Plastic Chair,Furniture,M001,E023,1437,1376,1357,19,6.87,0.15,3647.64,2.39,Colour Defect,95.76,1.38,Completed,High,Medium,46.592
P009406,29-05-2026,Morning,NP002,Plastic Mug,Household Utility,M002,E012,1596,1614,1484,130,7.67,1.24,400.94,29.75,Colour Defect,101.13,8.05,Review,Low,Medium,47.322
P009407,19-03-2024,Evening,NP005,Plastic Dustbin,Household Utility,M005,E015,818,759,722,37,7.44,0.16,1471.12,9.63,Dimensional Defect,92.79,4.87,Completed,Medium,Low,33.044
P009408,27-12-2023,Morning,NP005,Plastic Dustbin,Household Utility,M003,E005,1480,1356,1193,163,6.32,0.23,2689.88,25.37,Colour Defect,91.62,12.02,Review,Low,Low,33.044
P009409,02-03-2022,Evening,NP005,Plastic Dustbin,Household Utility,M003,E025,1460,1404,1308,96,6.22,0.63,2644.84,5.9,Surface Defect,96.16,6.84,Completed,Medium,Low,33.044
P009410,23-03-2026,Morning,NP004,Storage Box,Storage,M002,E022,1107,997,964,33,7.85,1.05,1683.1,3.35,None,90.06,3.31,Completed,Medium,Low,22.264
P009411,05-05-2023,Night,NP002,Plastic Mug,Household Utility,M006,E007,163,152,148,4,6.48,1.42,38.39,14.57,Shape Defect,93.25,2.63,Completed,Medium,Medium,47.322
P009412,31-12-2021,Evening,NP005,Plastic Dustbin,Household Utility,M001,E026,1745,1553,1487,66,6.58,0.84,2891.71,34.78,None,89,4.25,Completed,Low,Low,33.044
P009413,26-01-2024,Morning,NP004,Storage Box,Storage,M006,E028,961,874,814,60,6.37,0.15,1431.15,17.65,Surface Defect,90.95,6.86,Completed,Medium,Low,22.264
P009414,14-06-2025,Morning,NP001,Plastic Bucket,Household Utility,M005,E016,360,356,342,14,7.92,0.44,414.48,4.99,None,98.89,3.93,Completed,Medium,High,52.232
P009415,19-09-2024,Night,NP005,Plastic Dustbin,Household Utility,M002,E029,908,818,787,31,7.37,1.16,1608.13,21.71,None,90.09,3.79,Completed,Medium,Low,33.044
P009416,24-06-2026,Morning,NP005,Plastic Dustbin,Household Utility,M005,E019,1724,1461,1431,30,6.74,0.73,2771.89,27.14,Shape Defect,84.74,2.05,Completed,Low,Low,33.044
P009417,11-07-2022,Night,NP004,Storage Box,Storage,M004,E027,242,215,211,4,6.9,1.02,340.48,32.55,None,88.84,1.86,Completed,Low,Low,22.264
P009418,01-10-2021,Evening,NP004,Storage Box,Storage,M004,E016,771,741,717,24,7.13,0.87,1198.68,18.43,Surface Defect,96.11,3.24,Completed,Medium,Low,22.264
P009419,28-09-2022,Evening,NP003,Plastic Chair,Furniture,M001,E020,1497,1324,1165,159,5.94,0.43,3778.6,7.96,None,88.44,12.01,Review,Low,Medium,46.592
P009420,14-01-2021,Evening,NP003,Plastic Chair,Furniture,M003,E006,702,617,597,20,5.52,0.84,1671.57,17.34,Deformed Product,87.89,3.24,Completed,Low,Medium,46.592
P009421,02-08-2024,Night,NP002,Plastic Mug,Household Utility,M006,E010,1476,1419,1335,84,6.97,0.23,358.55,21.5,None,96.14,5.92,Completed,Medium,Medium,47.322
P009422,04-02-2024,Night,NP005,Plastic Dustbin,Household Utility,M006,E017,347,318,314,4,7.28,1.17,583.62,28.88,Shape Defect,91.64,1.26,Completed,Medium,Low,33.044
P009423,16-05-2025,Night,NP003,Plastic Chair,Furniture,M006,E015,1363,1381,1303,78,7.35,0.91,3732.13,2.82,Shape Defect,101.32,5.65,Completed,Medium,Medium,46.592
P009424,02-05-2025,Morning,NP001,Plastic Bucket,Household Utility,M001,E006,259,253,225,28,5.96,0.81,294.48,27.11,None,97.68,11.07,Review,Low,High,52.232
P009425,28-03-2023,Morning,NP004,Storage Box,Storage,M001,E023,594,577,572,5,6.54,1.27,886.96,36.86,None,97.14,0.87,Completed,High,Low,22.264
P009426,25-03-2025,Evening,NP001,Plastic Bucket,Household Utility,M004,E014,491,433,392,41,6.4,1.04,530.46,13.32,Shape Defect,88.19,9.47,Review,Low,High,52.232
P009427,29-03-2026,Evening,NP003,Plastic Chair,Furniture,M006,E012,725,621,596,25,6.72,0.09,1824.95,19.75,None,85.66,4.03,Completed,Low,Medium,46.592
P009428,02-01-2022,Morning,NP003,Plastic Chair,Furniture,M002,E020,1466,1374,1237,137,6.75,0.48,4049.16,13.45,Surface Defect,93.72,9.97,Review,Low,Medium,46.592
P009429,11-08-2025,Morning,NP004,Storage Box,Storage,M005,E024,199,184,183,1,6.37,1.53,301.17,22.81,Surface Defect,92.46,0.54,Completed,Medium,Low,22.264
P009430,10-01-2025,Morning,NP002,Plastic Mug,Household Utility,M006,E009,1166,1031,936,95,6.61,0.5,253.16,20.06,Crack,88.42,9.21,Review,Low,Medium,47.322
P009431,21-10-2023,Morning,NP005,Plastic Dustbin,Household Utility,M005,E019,826,794,790,4,7.92,0.04,1583.15,39.1,Surface Defect,96.13,0.5,Completed,High,Low,33.044
P009432,08-08-2024,Morning,NP005,Plastic Dustbin,Household Utility,M003,E004,1442,1284,1130,154,5.76,1.46,2354.67,14.78,None,89.04,11.99,Review,Low,Low,33.044
P009433,07-08-2025,Evening,NP004,Storage Box,Storage,M001,E024,1196,1184,1107,77,6.67,0.82,1948.47,21.82,Surface Defect,99,6.5,Completed,Medium,Low,22.264
P009434,04-05-2026,Evening,NP005,Plastic Dustbin,Household Utility,M006,E004,1091,1088,1056,32,7.7,0.22,2121.35,27.74,Shape Defect,99.73,2.94,Completed,High,Low,33.044
P009435,23-11-2024,Morning,NP006,Kitchen Container,Kitchen Product,M004,E011,548,564,547,17,7.36,0.76,312.57,28.15,None,102.92,3.01,Completed,Medium,High,96.056
P009436,23-10-2025,Morning,NP006,Kitchen Container,Kitchen Product,M006,E022,1540,1322,1213,109,7.92,1.14,736.45,31.34,None,85.84,8.25,Review,Low,High,96.056
P009437,22-10-2025,Night,NP006,Kitchen Container,Kitchen Product,M004,E008,661,667,649,18,6.71,0.76,354.68,18.82,None,100.91,2.7,Completed,High,High,96.056
P009438,12-02-2026,Evening,NP001,Plastic Bucket,Household Utility,M002,E012,173,172,155,17,6.51,0.82,217.44,11.66,None,99.42,9.88,Review,Low,High,52.232
P009439,29-01-2026,Evening,NP006,Kitchen Container,Kitchen Product,M004,E024,1690,1741,1705,36,7.02,1.4,992.72,14.56,Surface Defect,103.02,2.07,Completed,High,High,96.056
